,id_x,provinsi_x,lat_x,long_x,id_y,provinsi_y,lat_y,long_y,jarak
222,16,SUMATERA SELATAN,-3.32676,103.91272,91,PAPUA,-4.21805,138.17283,3802.2999824809963
223,16,SUMATERA SELATAN,-3.32676,103.91272,92,PAPUA BARAT,-1.36991,133.08497,3248.1634748994047
224,16,SUMATERA SELATAN,-3.32676,103.91272,92,PAPUA BARAT DAYA,-0.83268,131.377645,3064.2462867309528
225,16,SUMATERA SELATAN,-3.32676,103.91272,93,PAPUA SELATAN,-8.17248,140.52879,4084.762829619377
226,16,SUMATERA SELATAN,-3.32676,103.91272,94,PAPUA TENGAH,-3.36523,135.48951,3505.0448420580365
227,16,SUMATERA SELATAN,-3.32676,103.91272,95,PAPUA PEGUNUNGAN,-4.07131,139.39152,3937.419345248902
228,17,BENGKULU,-3.56246,102.35309,11,ACEH,4.72669,96.77379,1110.7328144825299
229,17,BENGKULU,-3.56246,102.35309,12,SUMATERA UTARA,2.12579,99.37188,714.0343412992669
230,17,BENGKULU,-3.56246,102.35309,13,SUMATERA BARAT,-0.75286,100.61145,367.48674465513915
231,17,BENGKULU,-3.56246,102.35309,14,RIAU,0.30169,101.69065,435.9352050379563
232,17,BENGKULU,-3.56246,102.35309,15,JAMBI,-1.49985,102.46179,229.66970010086544
233,17,BENGKULU,-3.56246,102.35309,16,SUMATERA SELATAN,-3.32676,103.91272,175.08247176546098
234,17,BENGKULU,-3.56246,102.35309,17,BENGKULU,-3.56246,102.35309,0.0
235,17,BENGKULU,-3.56246,102.35309,18,LAMPUNG,-4.56169,105.35187,350.67510387072235
236,17,BENGKULU,-3.56246,102.35309,19,BANGKA BELITUNG,-2.79266,106.44924,462.7533744196757
237,17,BENGKULU,-3.56246,102.35309,21,KEPULAUAN RIAU,1.11699,104.11385,555.9130298202563
238,17,BENGKULU,-3.56246,102.35309,31,DKI JAKARTA,-6.19392,106.82203,575.0833947801897
239,17,BENGKULU,-3.56246,102.35309,32,JAWA BARAT,-7.07702,107.64578,704.2679091457655
240,17,BENGKULU,-3.56246,102.35309,33,JAWA TENGAH,-7.13163,110.29649,964.6902062584394
241,17,BENGKULU,-3.56246,102.35309,34,DI YOGYAKARTA,-7.85228,110.34945,1004.9504836675906
242,17,BENGKULU,-3.56246,102.35309,35,JAWA TIMUR,-7.49599,112.21402,1175.5518618567583
243,17,BENGKULU,-3.56246,102.35309,36,BANTEN,-6.41017,106.06597,519.0305693659303
244,17,BENGKULU,-3.56246,102.35309,51,BALI,-8.42503,115.19479,1519.1341094478205
245,17,BENGKULU,-3.56246,102.35309,52,NUSA TENGGARA BARAT,-8.61446,117.40105,1755.5152201362341
246,17,BENGKULU,-3.56246,102.35309,53,NUSA TENGGARA TIMUR,-8.64686,121.17406,2155.5784281093916
247,17,BENGKULU,-3.56246,102.35309,61,KALIMANTAN BARAT,-0.21465,111.42314,1074.4036594485003
248,17,BENGKULU,-3.56246,102.35309,62,KALIMANTAN TENGAH,-1.72329,113.54711,1260.0446018658313
249,17,BENGKULU,-3.56246,102.35309,63,KALIMANTAN SELATAN,-3.01574,115.27913,1436.216071001179
250,17,BENGKULU,-3.56246,102.35309,64,KALIMANTAN TIMUR,0.48299,116.47902,1633.0149414321043
251,17,BENGKULU,-3.56246,102.35309,65,KALIMANTAN UTARA,3.08549,116.04875,1692.0383607025135
